Run_ID,AssayType,DIV,Well,NeuronType,Time,Chip_ID,Mean_FiringRate,Mean_SpikeAmplitude,Active_area,Mean_ISI,Std_ISI,Mean_ISI_CV,Mean_Fano,CHIP_WELL,is_outlier,expected_y,resid_expected,is_bad_residual,to_exclude
101,Sparse7x,27,2,MxWT,6/11/24 10:16,M07039,1.573186705,108.5322046,87.03030303,3.56126228,3.803957725,1.872010993,4.706966959,M07039_2,False,93.50000000333333,-6.469696973333328,False,False
101,Sparse7x,27,3,FxHET,6/11/24 10:16,M07039,1.847751641,102.4988566,86.96969697,3.378670922,3.34806908,1.777984381,4.971689854,M07039_3,False,89.23989899,-2.2702020199999993,False,False
101,Sparse7x,27,4,MxHEMI,6/11/24 10:16,M07039,1.564192581,96.63844362,84.42424242,3.59771947,3.561271682,1.84027604,4.940349805,M07039_4,False,88.60353535499999,-4.179292934999992,False,False
101,Sparse7x,27,5,MxWT,6/11/24 10:16,M07039,1.742139396,99.14533328,85.57575758,3.822045731,3.552589411,1.646713239,4.090941125,M07039_5,False,93.50000000333333,-7.924242423333325,False,False
101,Sparse7x,27,6,FxHET,6/11/24 10:16,M07039,1.700951096,101.9446532,89.51515152,3.10038426,3.236849758,1.876993303,5.412627193,M07039_6,False,89.23989899,0.27525253000000305,False,False
97,Sparse7x,27,1,MxWT,6/11/24 9:21,M07420,2.417959474,134.8789516,95.71212121,1.516738736,3.150528937,4.156489433,10.03643535,M07420_1,False,93.50000000333333,2.21212120666668,False,False
99,Sparse7x,27,1,MxWT,6/11/24 9:49,M07427,1.697136335,152.8423228,96.27272727,1.936122957,2.480142102,1.80711907,5.134522953,M07427_1,False,93.50000000333333,2.772727266666678,False,False
99,Sparse7x,27,2,MxWT,6/11/24 9:49,M07427,1.981618059,160.731005,96.96969697,1.86376129,2.319691378,1.709110023,4.683447212,M07427_2,False,93.50000000333333,3.4696969666666746,False,False
99,Sparse7x,27,3,MxWT,6/11/24 9:49,M07427,2.176948207,126.3213859,95.07575758,2.009644026,2.023170098,1.618649223,4.342123352,M07427_3,False,93.50000000333333,1.5757575766666747,False,False
99,Sparse7x,27,4,FxHET,6/11/24 9:49,M07427,1.958490976,122.4365758,92.90909091,2.274938221,2.546785911,1.865367589,5.268635403,M07427_4,False,89.23989899,3.669191920000003,False,False
99,Sparse7x,27,5,FxHET,6/11/24 9:49,M07427,1.114429025,137.9996796,88.98484848,3.202085877,3.912302252,1.872204032,5.318056061,M07427_5,False,89.23989899,-0.2550505100000038,False,False
99,Sparse7x,27,6,MxWT,6/11/24 9:49,M07427,2.484666143,131.1126266,96.43939394,1.717184353,2.032196035,1.823941085,5.65390218,M07427_6,False,93.50000000333333,2.9393939366666757,False,False
